              Gene  norm1			  norm2	        norm3	        norm4	        norm5	       norm6	        norm7	     norm8	        norm9	     norm10	        norm11	     norm12	        norm13	     norm14	       norm15	     norm16	        norm17	     norm18	        norm19	     norm20	        norm21	     norm22	        tumor1	     tumor2	        tumor3	     tumor4	        tumor5	     tumor6	       tumor7	    tumor8	        tumor9	     tumor10	  tumor11	     tumor12	  tumor13	     tumor14	  tumor15	     tumor16	  tumor17	     tumor18	  tumor19	     tumor20	  tumor21	    tumor22	        tumor23	    tumor24	        tumor25	     tumor26	  tumor27	     tumor28	  tumor29	    tumor30	        tumor31	     tumor32	  tumor33	     tumor34	  tumor35	     tumor36	  tumor37	     tumor38	  tumor39	    tumor40
             36     2779.30380     1880.54000      540.46875      749.75000      998.76875     4142.28000     1673.95250     2936.06000     1409.38000      730.46000     2299.96620      460.31875     1381.64000     1459.83000     4164.09630     1548.32000     3106.45880     2963.33000      741.62375     1435.22000     2030.50620     2404.91500     1430.48000     1378.12000     2500.81500     1716.11000     1802.72620     2912.86750     5319.19380     4799.76120     3518.41370     1661.21880     2359.97380     1658.42000     2132.25380     1265.51630     2009.00120     1604.05880      842.92125     3790.58500      995.70000     1901.38120     1782.71250     5684.58880     3917.55000     4449.01870     2216.54250     3166.58000     2050.52370     3119.15120     2721.45000     4989.66120     2707.27880      935.80000      621.65000      701.13500     1243.38750     1907.54120     4538.25750     2719.94250     1768.66120     5213.78750
             37     1064.26750     1329.32250     1236.07620     1259.82380     2256.70620     2775.68130     1421.72120     4327.88120      797.04000     1379.74250     1059.92750      439.67625     1177.54750     1644.49500     2589.81620     1220.06130     2725.84880     2857.98000     2368.19380     1635.48380     1122.97120     2080.17000     2962.73250      797.19250     3377.23630     1075.07620     1233.97250     3553.16250     2139.62120     2705.17870     2580.67750     1656.31250     4568.80000     2970.56620     1271.84500     2144.12500     1230.35380     3603.47120     1458.19000     2435.16000     1432.15620     1749.79120     3158.82750     4361.17880     2681.41870     4555.53120     5038.42250      930.30375      972.24000     2074.62370     3580.59000     6190.57620     2857.01500     1437.30130     1381.48250     1752.68250     1786.68250     1263.22000     2897.34630     1397.30500     1332.60380     5492.26880
             38     2430.87880     3124.24870      422.65625     1215.65250      807.95000     2442.45620     2080.25500     2256.54880     1026.97370      454.13750     2443.27000      471.76625     1239.26120      990.69000     1543.83500     1470.04750     1773.91630     1910.61500     2018.57130      720.68750     1100.02000     1164.65130      787.40500     1880.18750     2424.27500     1230.50500     1372.88380     4111.69750     3503.86380     2203.45120     3232.29630      596.07750      982.26125     2360.42620     1394.87130      868.52500     2487.65880      956.83500     1752.22750     1590.30000      803.03125     1746.84380     1609.35370     1633.78120     2475.93380     1442.28000     1624.57000     2018.35500      621.03000     1310.94750     2497.81120     2229.65630     1508.50500     1189.42500      719.45250      672.51750     1781.70000      685.98250     1677.31500     2135.76000      881.66000      762.15625
             39     2814.28010     2456.09310     1374.15540     2276.83420     2444.33080     4129.16130     2219.27290      408.69184      972.40628     1521.80770     3483.97440      448.84572     2530.06690     3323.29130     5961.36720     4547.79520     5819.44890     1941.04300     2997.39790     1601.88680     2873.67020     2915.10650      424.56084     1389.63030     1409.85190     1453.68130     1602.74450     1959.44530     3553.73110     2599.32220     4587.99030     2019.24240     1589.63760     2088.49230     2617.14250     1290.41550      895.68325     1483.61880     1454.10120     1755.11670     1247.75550     1033.70790     2571.49680     3680.63170     6961.13420     3773.49610     3165.12310     2065.59460     2522.64670     1024.89520     1448.59000     3442.10380     2158.54060     1027.93430      967.35762     2453.64430     1827.84850      850.04572     2050.13120     2035.65360     1214.95320     2233.47910
             40     2814.28010     2456.09310     1374.15540     2276.83420     2444.33080     4129.16130     2219.27290      408.69184      972.40628     1521.80770     3483.97440      448.84572     2530.06690     3323.29130     5961.36720     4547.79520     5819.44890     1941.04300     2997.39790     1601.88680     2873.67020     2915.10650      424.56084     1389.63030     1409.85190     1453.68130     1602.74450     1959.44530     3553.73110     2599.32220     4587.99030     2019.24240     1589.63760     2088.49230     2617.14250     1290.41550      895.68325     1483.61880     1454.10120     1755.11670     1247.75550     1033.70790     2571.49680     3680.63170     6961.13420     3773.49610     3165.12310     2065.59460     2522.64670     1024.89520     1448.59000     3442.10380     2158.54060     1027.93430      967.35762     2453.64430     1827.84850      850.04572     2050.13120     2035.65360     1214.95320     2233.47910
             41     2814.28010     2456.09310     1374.15540     2276.83420     2444.33080     4129.16130     2219.27290      408.69184      972.40628     1521.80770     3483.97440      448.84572     2530.06690     3323.29130     5961.36720     4547.79520     5819.44890     1941.04300     2997.39790     1601.88680     2873.67020     2915.10650      424.56084     1389.63030     1409.85190     1453.68130     1602.74450     1959.44530     3553.73110     2599.32220     4587.99030     2019.24240     1589.63760     2088.49230     2617.14250     1290.41550      895.68325     1483.61880     1454.10120     1755.11670     1247.75550     1033.70790     2571.49680     3680.63170     6961.13420     3773.49610     3165.12310     2065.59460     2522.64670     1024.89520     1448.59000     3442.10380     2158.54060     1027.93430      967.35762     2453.64430     1827.84850      850.04572     2050.13120     2035.65360     1214.95320     2233.47910
             42     2814.28010     2456.09310     1374.15540     2276.83420     2444.33080     4129.16130     2219.27290      408.69184      972.40628     1521.80770     3483.97440      448.84572     2530.06690     3323.29130     5961.36720     4547.79520     5819.44890     1941.04300     2997.39790     1601.88680     2873.67020     2915.10650      424.56084     1389.63030     1409.85190     1453.68130     1602.74450     1959.44530     3553.73110     2599.32220     4587.99030     2019.24240     1589.63760     2088.49230     2617.14250     1290.41550      895.68325     1483.61880     1454.10120     1755.11670     1247.75550     1033.70790     2571.49680     3680.63170     6961.13420     3773.49610     3165.12310     2065.59460     2522.64670     1024.89520     1448.59000     3442.10380     2158.54060     1027.93430      967.35762     2453.64430     1827.84850      850.04572     2050.13120     2035.65360     1214.95320     2233.47910
             43     1288.30500      901.29000     1022.65380      884.36250     1562.01870     2225.32370     1616.48120     2218.70380      907.53625     1716.88750     1205.30750      406.98500     1203.13500     1406.20250     2572.10250      933.12750     2117.33750     2072.78880     1994.06000     1360.96380      844.92625     1613.49120     2533.35250      535.72625     4142.17120     1091.47120     1259.39250     3385.68750     2072.04620     2982.97250     2623.60000     1553.86750     2786.04380     2652.53750     1084.74380     2960.75250     1516.31120     3913.61250     2102.43750     3106.79120     1289.00500     1501.82130     2794.04880     4697.83880     2285.45500     5745.84500     5114.18120     1926.39620      860.69750     2971.91120     4384.52000     6315.54620     2967.48500     2511.71000     2451.59120     1450.88130     1314.36000     1390.49000     3111.08380     1852.00000     1463.06880     4247.44250
             44     4866.30880     4344.30500     1754.69380     2627.18750     3374.02250     5704.94250     2420.88250     2250.54250     1193.31880     1166.35620     3628.53380      397.82250     2366.41620     3848.00250     4713.41250     5437.21000     2916.94250     1728.51120     5478.41120     2504.17620     3401.66380     2026.89250      913.03125     2106.65500     2515.73000     2618.74380     1924.04750     5027.24750     5837.45500     3480.27500     6280.04000     1037.49250     1323.75750     3150.98750     3137.30750     1703.70750     3432.02370     1668.80870     2166.47120     2331.20870     2670.60000     1989.62880     3223.69250     3154.81370     5564.31750     3335.69750     3227.03620     2701.36370     1144.61500      834.81875     3108.39380     3493.48500     4468.52250     2055.25120     1477.36500     1515.15870     5019.87880     1906.19500     2502.77250     3137.05750     1698.73120     1665.71370
             45     1631.15780      762.08750      956.55156      830.74688     2123.70780     1784.55620      786.59062      547.18750      395.97969     1160.88280     2316.39220      429.57969     1530.51560     1593.83280     2172.55470     2166.25620     1406.75620     1872.62030     1580.67340     1747.53910     1963.02970     1513.61870     1176.63590      660.35469     1048.00470      871.46562      857.67969     1447.89530     2478.96250     2072.63590     1925.28130      907.87656     1066.67970     1383.59220      721.87812      717.26406     1394.84690      645.94219      895.48906     1426.19060      672.30000      985.75156     1615.99380     1662.11090     2831.29530     2534.55310     2163.55000     1327.69220     2025.91250      481.69219      847.20469     1725.21880     1293.32190      536.88125     1131.96410     1457.27970     1125.30000      560.63750     1088.44060     1800.57660     1445.99840     2748.61560
             46     2609.95500     2171.23750      602.05625      872.39375     1395.87620     4437.58000     1344.44000     2437.82880     1049.05120      818.93375     2079.71870      387.95625      954.55750     1011.01000     2179.47120     1461.06620     2774.37000     2057.24750      730.00875     1421.01120     1382.74000     1566.76370      948.90000     1327.90630     2076.65250     1646.13370     1788.51880     2909.79380     3876.65880     4759.16750     2683.13120     1671.95250     2629.62880     2280.87880     1957.65250     1246.02120     2604.19380     1074.09500     1646.40880     3111.30750     1171.77880     2318.41380     1804.34870     3893.09750     3017.73500     1577.12750     2005.95120     2523.03380     1598.97370     3102.58000     3871.45120     3873.97250     1742.05880     1301.25380      643.60250      552.54875      678.51250     1116.69250     2278.07250     2332.13750     1140.98880     6315.04120
             47     1573.86620     1425.28750     1497.58500     1353.59000     1910.42750     2631.54620     2337.79380     4392.11500      897.96875     1694.26250     1447.79880      385.93000     1627.47000     1918.92750     1411.98750      804.07875     2464.38870     1140.36880     2561.39620      651.35750      600.81875     2399.34250     5056.56250      685.00375     4213.57130     1518.74880     1240.73250     4200.56500     3353.09880     3284.70130     3684.28120     1596.45500     2553.05250     3921.90380     1418.52120     3019.91000     2167.45500     4539.72880     2661.96750     4464.61130     1266.84750     1794.55370     4018.86130     4927.28380     2537.57750     6201.25120     5131.61500     1703.05500      795.69125     2649.00250     6000.07750     6325.59130     2699.62000     2854.59880     1900.93000     1843.47000      793.04625     1780.74380     5060.03880     2246.54380     1547.26750     7741.59750
